n#11124961	Fernand_Léger Fernand_léger
n#05061345	desaceleração
n#12109498	cana-do-reino
n#02412210	carneiro
n#05999266	Base_de_conhecimento base_de_conhecimento saber conhecimento
n#02471467	Hominidae
v#00769553	convencer persuadir
n#09655354	Essénios essênios
v#02286027	achar
n#01553142	Thamnophilidae
n#12698905	Khaya
n#06047275	cardiologia
v#02761685	suscitar
n#07714078	couve-de-folhas
n#13169674	Polypodiales
n#08775597	Brandemburgo Brandemburgo
n#12476036	Agavaceae
n#02198129	Minador
n#12713521	kinkan
n#07574923	Brunch
a#00347400	imutável invariável
a#01049941	abjeto
n#04637923	tolerância
n#07749446	Fortunella
a#02558767	orgânico
n#15278691	gigahertz
n#10732314	Curador
v#00196364	queimar
n#12740196	Sapindales
n#14634232	césio césio
a#02013083	desrespeitoso
n#10210911	interlocutor
n#08628746	Sombra_de_chuva
n#05984584	experiência
a#00727481	de_menor
n#02445715	Mephitidae
n#11440802	Fogo_de_Santelmo Fogo_de_santelmo fogo-de-santelmo fogo_de_santelmo
n#12946088	Cornaceae
v#01194114	acalmar
n#01260556	diversão galhofa divertimento
a#02399399	insípido
n#04766059	Simplicidade
v#00456151	imbuir
n#11865071	alcaparra
n#12056758	Cypripedium_reginae
n#14919948	insecticidas inseticida Insecticidas inseticida
n#09996920	Deão deão
n#00584769	dever
n#03506880	carro_fúnebre
n#00261604	embelezamento
n#06410187	Memórias
v#01619929	destruir
a#02932685	do_ovário ovariano
n#06651577	indicação
a#02789151	romântico
n#05245906	poro
n#01661091	réptil répteis
n#08640739	áreas_de_recreio
n#03313333	fachada fachada frontispício
v#02416278	colaborar cooperar trabalhar_junto
n#03158885	adaga adaga
a#01266092	irônico
v#02307547	onerar_com_imposto
n#04211528	obturador obturador
n#03112099	corredor galeria corredor_ecológico corredores_ecológicos passagem
a#01311321	inabitado
n#15151175	Década_de_1780
r#00153568	cuidadosamente
n#09845191	baixista
n#14874731	Freon
n#03346455	chaminé lareira lareira
n#06750698	previsão_meteorológica
a#01928608	reage
n#02185167	Piolho_do_púbis
n#08905085	Bihar
n#04078236	reserpina
n#02368116	viscacha
a#00932565	desaconselhável
n#05967402	humanitarianismo humanitarismo
n#15058755	Lipoproteína_de_alta_densidade
n#13262200	Renda_Per_Capita renda_per_capita renda_per_capita
n#04905697	docilidade
v#01025246	levantar apresentar
n#03230149	doxorrubicina
n#13590079	Constante_universal_dos_gases_perfeitos
v#02321757	roubar furtar
n#13372665	esmeralda
n#09408540	Rio_Reno Rio_reno
n#12769815	Ebenales
n#07816164	alfavaca Alfavaca manjericão basílico
n#03624966	malharia
n#07524918	insegurança periculosidade
n#09459114	Tirich_Mir Tirich_mir
r#00275035	formigando dormente
n#05144079	maldade
n#03702248	máquina_ferramenta
n#10929437	Philibert_de_l'Orme Philibert_de_l'orme
n#01091905	comércio
n#11666854	Dicotiledônea Dicotiledonea dicotiledónea
n#08936303	Le_Havre Le_havre
n#06341609	Rabinos rabino
a#00029933	ávido avaro ganancioso
n#05653575	sensibilidade reatividade responsividade
n#15176937	Germinal germinal
n#03534890	Represa_Hoover Represa_hoover
n#08590369	jurisdição
n#11324619	Ed_Sullivan Ed_sullivan
n#07875436	risotto
v#01243661	acariciar
n#08652970	região_de_espaço
a#02436025	inaceitável intolerável
n#10115946	funâmbulo
n#01637796	Hydromantes
n#07348694	macaréu onda_de_maré onda_gigantesca rás_de_maré ráz_de_maré
n#01956764	concha
a#01160031	danoso daninho nocivo prejudicial
n#00098625	serviço
a#02900932	bimolecular
a#01402498	proibido interdito
a#02021905	rico
n#03884072	diorama Panorama panorama
v#02093610	agitar bater
n#02735361	Lâmpada_a_arco_voltaico
n#00348801	tremor tremor
n#10350666	napolitano napolitana
v#00677021	selecionar extrair
n#04330267	fogão fogões aquecedor
a#00111129	sintético
n#06510977	arquivo_de_texto
v#02189714	interceptar grampear
v#00170857	actualizar atualizar
v#00506040	electrificar electrizar eletrificar eletrizar
a#01913931	incondicional categórico
n#04757522	dúvida
n#11793032	Syngonium
a#02712270	diastólico
n#03668642	semelhança
n#08876435	Abadia_de_Westminster Abadia_de_westminster
a#00024139	infiel
n#08776435	Timor_Leste Timor-Leste República_Democrática_de_Timor-Leste
n#05624700	criatividade Criatividade criatividade
v#01220303	aferrar enganchar
v#01180206	alimentar
n#09299397	Golfo_de_são_lourenço golfo_de_São_Lourenço
n#13874927	corda corda
n#15151084	Década_de_1880
v#02375131	prosseguir continuar
n#05517837	bolha
n#09758643	abusador
n#06880249	manifestação reflexão
n#09529999	Vixnu Vixnu
v#01943949	subir
n#00311809	excursão ida
n#01665761	Chelydridae
n#01202415	integração
n#05925366	exemplo modelo
n#03371363	Flurazepam
n#03792048	corcova
v#00115157	converter mudar modificar
n#06066555	Botânica Botanica botânica botânica
n#11185680	Jean_Monnet Jean_monnet
n#11374789	Earl_Warren Earl_warren
n#07555184	ânsia anseio
n#08597023	Trafalgar_Square Trafalgar_square
v#02554066	prostituir
n#02125311	suçuarana pantera suçuarana puma onça-parda
n#00153809	resolução
n#05178394	preempção
n#00419315	Blaxploitation
n#11012846	Thomas_Gray Thomas_gray gray
n#03149951	curiosidade raridade
n#09120353	Ellis_Island Ellis_island
a#01184932	pesado
n#15093298	vitamina_C Vitamina_C Vitamina_c ácido_ascórbico ácido_ascorbático
n#10628368	Johnny_Rebel
n#14067902	anafilaxia
n#14769331	cinzas_volantes cinzas_volantes
a#02319346	malandro
v#01023574	citar mencionar
n#06876144	gesto
n#06464419	Vedas
a#01823574	impraticável não_realizável
a#00354934	transformado
n#06420781	glossários glossário glossário
n#08622950	local lugar situação
n#12390914	Hybanthus
a#00524496	metade
n#08627554	quadrante
r#00134843	acusticamente de_forma_acústica
a#00308188	incapaz
n#12656369	framboesa
n#09474162	parede paredes
n#14911899	Alcatrão_da_hulha alcatrão_da_hulha
r#00176880	repetidamente de_forma_repetida
n#03934890	Piezómetro Piezômetro
n#08740875	Estados_Unidos_Mexicanos México MEXICO México Mexico
a#00131297	pré-frontal
n#04831727	generosidade generosidade
n#08108784	tribo tribo
n#10839617	Simone_de_Beauvoir Simone_de_beauvoir
n#01047937	regeneração
a#01350494	Estranho
n#00951233	maglev
n#11267949	Auguste_Rodin Auguste_rodin
n#03922722	Fenil-butazona fenilbutazona
n#02931013	táxi
n#11065229	Ted_Hughes
v#00360337	enviuvar
n#14676326	Garnierita
n#09110422	Nevada Nevada
n#07529096	euforia
n#10055297	feiticeiro mágico mago feiticeira
n#00910533	playback
n#11235263	Gregory_Goodwin_Pincus Gregory_goodwin_pincus
n#07155661	dialeto Dialetos dialeto dialecto idioma língua
n#12587366	Ceroxylon
a#02937433	pronominal
n#14827680	ácido_cianúrico
n#04900947	pudor modéstia
n#05982720	intenção
n#12284665	amieiro
v#00415967	imigrar
n#03112869	Espartilho espartilho corset espartilho
n#14566129	Infecção_do_trato_urinário
n#07464725	torneio Competições_desportivas Competições_esportivas
n#14251174	Hepatocarcinoma hepatocarcinoma
n#10196965	idealista
a#00403072	iridescente
a#00045561	virulento
n#06128024	engenharia_eletrônica engenharia_elétrica
n#07360647	infecção contágio spillover
n#05324691	mediastino
n#09363810	Constelação_de_Musca Musca
v#02181402	soar
n#11292662	Alois_Senefelder Alois_senefelder
n#08676622	canteiro_de_obra sítios_de_construção
n#11778391	Arales
a#01837744	preciso precisa bem_acabado
n#11439031	circulação
n#09584405	Fenris
n#10970718	W._C._Fields W._c._fields W.C._Fields
n#05119223	luxo
n#05639832	Náutica náutica
n#01084932	racionamento
n#11713034	Menispermum
n#00970331	Sétima_Cruzada Sétima_cruzada
n#09480428	Lago_winnipeg lago_Winnipeg
n#06481156	letra_de_câmbio
n#10881092	Albert_Camus Albert_camus
n#10322238	o_que_não_fica_bem o_que_não_se_adapta_bem
a#03009594	glomerular
n#05295160	Trabécula
n#07705931	fruta
a#00859453	confirmável capaz_de_ser_provado_como_falso testável
a#02226162	hábil habilidoso experiente versado competente mestre
n#05853820	Atrações_turísticas atração_turística
n#14375576	nervosismo tensão
n#01137987	restruturação reestruturação reorganização remodelagem
v#01182021	alimentar
n#04877938	lealdade fidelidade
n#06946017	prussiano_antigo
n#10358575	NIMBY Nimby
n#10280674	Magician ilusionista
v#01336635	enfronhar encapar
n#03897520	pastiche
n#13848349	décimo_quinto
n#00383606	separação
v#01072949	jogar
a#02958844	lusitano
n#07193184	pergunta questão inquérito
n#05825245	confirmação verificação crisma
a#00342626	diplomado
n#01269360	Batalha_do_Alamo
a#00711059	rigoroso estrito
n#05603160	mandíbula
r#00034403	momentaneamente
n#05444175	Cromatídio
n#07324673	emergência crescimento
n#02916538	Quadro_de_avisos
n#10073762	expositor
a#02443907	tropical
n#12722884	Larrea
n#08758334	Brno
n#11465688	chuva_de_granizo granizo
n#07484547	ambição aspiração pretensão
n#08459908	sucessão
n#14369408	apnéia
n#00893955	preparação treino
n#10025391	Donatismo
n#08755003	Ilhas_Virgens_Americanas Ilhas_virgens_americanas Ilhas_Virgens_Americanas
n#12752666	ácer
v#02359340	adquirir atingir obter
n#11333237	Zachary_Taylor Zachary_taylor
n#09518683	Inanna
n#06954461	Bokmål Bokmal
a#01721691	mortal
n#07498854	tendência
v#01168468	comer
a#02060106	insidioso
v#00123170	variar modificar alterar mudar
n#02367678	Lagidium
n#01629093	Salamandra
v#01809064	surpreender pasmar estarrecer
n#13754008	pi pi
n#12882779	digital dedaleira erva-dedal
n#01902877	escama
v#00014742	dormir tirar_uma_soneca pernoitar cochilar
n#14122497	gripe influenza Gripe gripe
n#09861395	marinheiro
n#08191987	Marinha_dos_Estados_Unidos_da_América Marinha_dos_Estados_Unidos Marinha_dos_estados_unidos
n#08046032	Exército_Guerrilheiro_Tupac_Katari Exército_guerrilheiro_tupac_katari
n#12309277	Alfeneiro
v#00152762	diminuir
n#06079247	Farmacogenética
n#06997368	Língua_Iorubá Língua_iorubá Língua_ioruba Yoruba iorubá
n#09041582	Halicarnasso
n#10777400	Delação_Premiada Delatores delação_premiada delator
v#01641751	consumar
n#07323922	gênese iniciação
n#08687525	Sagitário
n#03356446	tocha
a#00063277	desajeitado
n#08295580	Nações_Unidas Organização_das_Nações_Unidas ONU NU
v#01126051	emboscar
n#08132637	Educação
n#11272523	Francis_Rous
n#08822546	Calgary
n#11224173	Maxfield_Parrish Maxfield_parrish
n#08708304	Luanda Luanda
n#08397856	Cavalaria cavalaria cavalaria
v#00038365	pentear
n#14015361	impasse rua_sem_saída estancamento lagunagem
n#01240850	país_neutro neutralidade
n#02233943	Barata-oriental
n#09493043	centauro centauro
n#08942091	Córsega Corsega Córsega
n#09548316	Sileno
n#11848253	Hylocereus
n#13679855	florim Guilder florim_neerlandês
n#15079795	trímero
n#10887420	Catarina
n#03968728	prumo
n#13427989	advecção
n#13263779	herança legado
n#11947802	Centaurea_cyanus aciano
n#12190712	Durio
n#05307358	pré-molar bicúspide
n#10591072	Shōgun Shogun Xógum Xoguns xogum xogum
n#08648153	seção
a#02266145	solúvel
n#00966599	pilhagem pilhagem saque roubo
n#06177033	Fonética fonética
n#00173761	ferramenta
n#01751748	Hydrophiidae
a#02182562	hipócrita
n#12477401	sisal
r#00258677	para_fora
n#02776631	padaria
n#15194739	19_de_Março 19_de_março
v#00728617	compreender entender
n#15168185	meia-noite Meia_noite Meia-noite
n#07143137	consulta
n#14308472	doenças_das_radiações
n#02738031	arma armamento
n#09041785	Istambul Istambul Constantinopla
n#06052300	Clínica_Médica Clínica_médica
n#03520654	punho cabo empunhadura
v#00367685	unir unificar fundir-se intercalar
v#02717831	compensar
n#05054130	continuidade
n#07736971	trufa trufa
n#12736064	Comandra
n#06277280	televisão televisão tv tevê Tevê
a#00073761	forçado
n#08734250	Brazzaville Brazzaville
a#01131454	atroz abominável nefando
n#12319687	Carya
a#01532261	razoável
r#00196692	generosamente
n#11645271	Araucariaceae
n#08884961	Surrey
n#07358576	transição
n#14883661	enamina
n#14974153	Paraquat
n#06387980	texto
n#06587980	spyware spyware
n#11930203	estragão
n#09721444	macedônico
n#03261776	fone_de_ouvido fone_de_cabeça auricular estetoscópio
v#00140967	deformar
n#09996784	deão decano
a#00623814	antiácido
n#06033427	Coeficiente_de_Correlação_Linear_de_Pearson Coeficiente_de_correlação_de_Pearson Coeficiente_de_correlação_de_pearson Coeficiente_de_correlação_linear_de_pearson
n#02473720	Homem_de_Java Homem_de_java
n#13772106	dose Dose dosagens dosagem
v#00955148	significar querer_dizer
v#02068413	jorrar borbotar esguichar minar
n#01073241	indulgência
n#02870526	livro
n#11997775	Olearia
n#10256537	mentiroso mentirosa
n#10318607	milionário
v#02376631	agir
n#04393095	Gravador gravador
n#08970833	Saara_Ocidental Sahara_Ocidental
n#05614657	senso_comum bom_senso
n#14605590	enol
n#11503482	Birrefringencia birrefringência birrefringência
n#04533042	vibrador
a#01603649	sudeste
n#12779851	Sarracenia_purpurea
a#00639842	cortês
n#12768369	Castanheiro_da_Índia Castanheiro_da_índia Castanheiro-da-índia
n#00044673	equalizador equalização
n#11274812	Bertrand_Russell Bertrand_russell
n#02122878	gato
n#01904886	concha
n#03836602	quebra-nozes quebra-nozes
n#12657940	Sorbus
v#00702065	reformar
a#01375174	sabido
n#05524243	Tubo_seminífero
n#02612167	Dactyloscopidae
n#06382193	Odisséia Odisseia Odisséia
n#04961331	pérola
n#14196543	neutropenia neutropenia
n#09237749	Castor
n#07852833	camembert camembert
n#14825982	cresol
a#01090308	funcional
n#01054545	habitação
n#07915366	Harvey_Wallbanger Harvey_wallbanger
n#12765679	Spondias
n#13764639	bolsa
n#14192942	mola_hidatiforme
n#06196071	paternalismo
n#00005787	bentos bentos
v#00157844	aumentar
n#04128499	veleiro
n#00065855	crédito
n#14775321	Ácido_benzóico Ácido_benzoico
n#03298565	Tamoxifeno
n#11195073	Mohammed_Omar Mohammed_omar
n#04805635	Infalibilidade_Papal infalibilidade_papal
n#10148305	pessoa_geniosa
v#01826498	gostar_mais_de
a#02957469	alemão
n#12881429	Collinsia
n#00145218	ligação
n#13750415	100 cem centena
n#06203472	homofobia Homofobia homofobia
a#01092989	funcional
n#06871675	fusa fusa
a#02557719	nutritivo alimentar alimentário
n#09257141	Constelação_de_Corona_Borealis Corona_Borealis Corona_borealis
n#00294577	contra-ataque
n#11505057	barreira_do_som
n#05029137	quantidade_de_movimento_linear
n#02714535	Anodo ânodo
n#09771435	admirador adorador
n#05775293	previsão
n#13566535	fusão fusão derretimento degelo
n#14691686	propano propano
n#05480794	sistema_nervoso_central
r#00123500	economicamente
n#07152463	Bordão
n#09297920	Golfo_de_Carpentária golfo_de_Carpentária
v#00465145	realinhar
n#06581268	tradutor
v#02654585	infestar
n#13479889	supuração
n#07898745	Vinho_de_mesa
a#00865848	fascinado
v#00806049	conceder
n#03996849	direção_assistida direção_assistida
n#01820664	Glossopsitta
n#13903079	limite borda fronteira margem_interior
n#04644512	disposição Boa_vontade Disposição
v#00875141	recomendar
v#00617748	confundir equivocar
n#08885631	South_Yorkshire South_yorkshire
n#00737399	Comportamento_divergente Sociologia_do_desvio
n#10996285	São_Jorge São_jorge
n#01052372	orientação
n#12474006	Polygonatum
n#14093464	Ectrodactilia
n#11002684	Jean-Luc_Godard Jean-Luc-Godard Jean-luc_godard Jean-luc-godard
n#10022908	fóssil fósseis
n#14121058	Doença_de_Graves Doença_de_graves
n#01028655	adoração
n#06025521	Distribuição_de_frequências
a#01297658	decadente
n#06637973	banco_de_dados_relacional base_de_dados_relacional bases_de_dados_relacionais
n#05017458	visibilidade
r#00175919	reciprocamente de_forma_recíproca
a#00332869	centrípeto
n#15218798	Dhu_al-Hija Dhu_al-hija
n#10880981	Joseph_Campbell Joseph_campbell
n#13949802	prioridade precedência
n#05269668	celulite
n#07004057	electrocardiograma cardiograma eletrocardiograma
n#08159740	Casa_de_Windsor Casa_de_windsor
n#13595414	meleca
v#00365810	sublimar
n#12197359	Cola_acuminata
n#09400037	próton protão próton
n#06332919	locativo
n#00886807	ensino_secundário
n#12324906	Conocarpus_erectus
n#02981198	catafalco
a#02941652	comportamental
n#15200314	1_de_Julho 1_de_julho
n#00371487	amplificação
n#10029729	dragão
n#06050024	epidemiologia Epidemiologia epidemiologia
n#14250232	Feocromocitoma
n#10708976	Terceira_base Terceira-base
n#13503513	isogamia isogamia
n#09756961	algo_repugnante
n#06615561	atração
n#14590293	Soro_fisiológico
n#07094843	pé
n#11338667	Téspis_de_Ática
n#07357866	Suposição
v#00720063	esperar aguardar
n#06954183	islandês Língua_Islandesa Língua_islandesa
n#07621140	Suspiro merengue
n#00032823	relação_social
n#06164665	Lógica_matemática
n#11040800	Henrique_I_de_Inglaterra Henrique_i_de_inglaterra
n#11906359	Macleaya
n#10735984	árbitro árbitro juiz
n#06167106	fenomenologia
v#01731031	cantar
n#13960974	carência ausência falta
v#00144169	granular
n#06366391	diálogo Diálogo
n#03282295	embaixada
n#14610347	Ácido_arsênico
n#12326604	Haloragaceae
n#10585359	Sombra sombra
n#09286630	Rio_ganges rio_Ganges Ganges
n#06832788	p
n#13447923	adsorpção_química
n#07434942	explosão
n#01149115	Desconfidencialização
n#14537054	secas
n#09377861	Lago_Okeechobee Lago_okeechobee
v#02010400	partir
n#06311852	caso_genitivo caso_genitivo caso_possessivo genitivo
a#00584626	instável volúvel volátil
a#01051814	triste
n#07819303	semente_de_mostarda sinapis
n#04131113	galeria saladevisitas
v#01919391	andar caminhar marchar
n#13872975	Cônica Seções_cônicas cónica cónica cônica seção_cônica
n#03116530	balcão
n#00850425	hibridização miscigenação
n#15113229	período tempo etapa
n#03743761	membrana
n#03798268	mainel
n#10196845	iconoclasta
r#00143722	superficialmente
v#01415285	esmurrar
n#14554853	Nictalopia
n#12050766	Cephalanthera
n#10443032	picheleiro encanador latoeiro
n#02000764	Peripatopsis
n#13477462	execução
a#01712753	sensível ofendido magoado
v#00124226	otimizar
n#15013875	Dicromato_de_sódio
n#03824381	camisola camisola
n#09011151	Bielorrússia Bielorrússia Bielorrussia Belarus
r#00146387	em_todo_o_tempo
n#11126783	John_Lennon John_lennon
v#00242580	consolidar-se
n#10811352	Josef_Albers Josef_albers
n#08472590	iluminismo
n#03160309	Barragem quebra-mar dique barragens diques represa
v#00489837	quantificar mensurar
n#07402519	maré maré marés
n#14127211	doenças_infecto-contagiosas doença_infecciosa
